strategy,cumulative_return,annualized_return,annualized_volatility,sharpe_ratio,max_drawdown,average_turnover,final_portfolio_value
equal_weight,1.1636623544546851,0.0924759681500742,0.14023745092533058,0.6594241947488979,-0.3066124293103698,0.024443153991022284,2.1636623544547215
classical_markowitz,0.37954613271910076,0.03756049719008314,0.1649999173560092,0.22763949092799476,-0.3226797640711855,0.4611757664374712,1.3795461327191108
robust_markowitz,0.14782040824274367,0.01592443653289699,0.09793821145279283,0.16259676684592841,-0.2480003086340099,0.5189614678929727,1.147820408242756
