Date,ACWI,AGG,BIV,BND,BNO,BSV,CORN,CWB,DBA,DBC,DGRO,DIA,DVY,EEM,EEMV,EFA,EFAV,EMB,EPI,EWA,EWC,EWD,EWG,EWH,EWI,EWJ,EWK,EWL,EWN,EWO,EWP,EWQ,EWS,EWT,EWU,EWW,EWZ,EZA,FXI,GLD,GOVT,GSG,HDV,HYG,IAU,ICF,IEF,IEFA,IEI,IEMG,IGSB,IJH,IJR,INDA,ITOT,IUSG,IUSV,IVV,IWD,IWF,IWM,IWN,IWO,IYR,JNK,KBE,KRE,KWEB,LQD,MDY,MTUM,MUB,PDBC,PFF,QQQ,QUAL,REM,RPG,RPV,RSP,RWR,RWX,SCHA,SCHB,SCHD,SCHE,SCHH,SCHR,SCHX,SCHZ,SDY,SGOL,SHY,SIZE,SJNK,SLV,SMH,SOXX,SPLV,SPY,STIP,THD,TIP,TLH,TLT,TUR,UNG,USMV,USO,VB,VCIT,VCSH,VEA,VEU,VGIT,VGLT,VIG,VLUE,VNQ,VNQI,VO,VOO,VOOG,VOOV,VT,VTI,VTV,VUG,VV,VWO,VXUS,VYM,WEAT,XBI,XHB,XLB,XLE,XLF,XLI,XLK,XLP,XLU,XLV,XLY,XME,XOP,XRT
2015-01-02,47.00355911254883,80.90728759765625,60.04017639160156,59.6035270690918,22.020000457763672,62.54966735839844,26.479999542236328,31.94002342224121,21.18037986755371,15.412328720092772,20.458158493041992,141.6379852294922,53.36891174316406,30.35505485534668,42.37999725341797,43.78062438964844,44.46687316894531,63.622657775878906,19.30856132507324,13.892483711242676,22.766462326049805,21.747787475585938,21.033388137817383,14.163422584533691,19.054065704345703,36.3703498840332,12.356059074401855,24.993797302246097,18.730934143066406,10.684894561767578,24.37872886657715,18.368772506713867,16.347986221313477,17.34320640563965,23.264240264892575,43.66581726074219,20.56660842895508,37.77506637573242,31.888755798339844,114.08000183105467,20.04791259765625,21.219999313354492,10.197568893432615,49.04618835449219,23.0,35.57978439331055,82.86836242675781,39.75822448730469,98.76648712158205,34.681217193603516,39.18999481201172,24.428430557250977,47.95802307128906,26.76872444152832,38.93501281738281,34.42240905761719,35.270111083984375,170.64634704589844,81.61078643798828,21.544023513793945,102.78697204589844,81.6856460571289,130.5558624267578,54.96530532836914,59.49095153808594,25.514949798583984,30.67168426513672,26.140302658081055,80.71065521240234,228.8285675048828,59.53521728515625,83.31184387207031,9.43598461151123,20.876976013183594,94.6650619506836,52.60923767089844,16.84566879272461,14.90699863433838,42.779640197753906,66.12910461425781,62.08439254760742,24.56151008605957,11.74046802520752,6.909757137298584,9.151196479797363,17.47083282470703,14.6005277633667,20.809375762939453,6.792684555053711,19.02428817749023,55.00748062133789,11.631999969482422,68.89408111572266,54.30563735961914,14.696513175964355,15.109999656677246,24.292726516723633,27.5421085357666,29.806896209716797,170.1249542236328,74.46044158935547,56.40388488769531,84.0883560180664,100.45653533935548,93.3673095703125,39.446632385253906,239.36000061035156,32.916255950927734,159.1199951171875,98.5685806274414,58.154090881347656,58.47000503540039,26.92560577392578,33.468936920166016,49.76033020019531,56.33112335205078,65.11048126220703,49.306636810302734,52.549861907958984,34.22153854370117,25.98765754699707,155.22747802734375,14.767910957336426,70.26484680175781,47.02304458618164,87.81742858886719,63.5670051574707,15.731490135192873,78.13389587402344,28.64443588256836,34.57133483886719,48.65214538574219,62.70000076293945,61.49816131591797,30.807924270629883,19.408931732177734,25.548065185546875,16.274789810180664,46.21139144897461,18.084278106689453,35.865386962890625,16.511268615722656,57.05784606933594,31.63665771484375,26.510988235473633,156.9237823486328,40.39319610595703
2015-01-05,46.07734298706055,81.08309936523438,60.266571044921875,59.776615142822266,20.700000762939453,62.60443115234375,27.1200008392334,31.545093536376953,21.438255310058594,15.192513465881348,20.110883712768555,139.1703643798828,52.49552536010742,29.814821243286133,41.77617263793945,42.74718475341797,43.94475555419922,63.21524810791016,19.07509422302246,13.760478973388672,22.155441284179688,21.153289794921875,20.300922393798828,14.05988883972168,18.08948135375977,35.950443267822266,12.051347732543944,24.66086769104004,18.093456268310547,10.357949256896973,23.36120223999023,17.70953941345215,15.995057106018066,17.122648239135742,22.67807388305664,42.375762939453125,19.862831115722656,36.69253921508789,31.773996353149418,115.8000030517578,20.079612731933594,20.6200008392334,10.053863525390623,48.59180450439453,23.36000061035156,35.81851577758789,83.3740463256836,38.865272521972656,98.99211120605467,34.15269470214844,39.178810119628906,24.06180953979492,47.2252311706543,26.33711814880371,38.23773956298828,33.86216354370117,34.691871643066406,167.64993286132812,80.16503143310547,21.17864418029785,101.4127960205078,80.57154083251953,129.01406860351562,55.149017333984375,59.07569885253906,24.83281707763672,29.817577362060547,26.21894264221191,81.04069519042969,225.4423828125,58.76419448852539,83.4935073852539,9.320040702819824,20.79791259765625,93.27644348144533,51.81467819213867,16.732606887817383,14.680112838745115,41.47761154174805,64.81527709960938,62.42781448364258,24.41351890563965,11.556788444519045,6.791726589202881,9.022467613220217,17.183582305908203,14.552953720092772,20.855886459350582,6.677670955657959,19.053312301635746,54.127593994140625,11.8100004196167,68.89408111572266,53.64885330200195,14.645879745483398,15.5,23.860279083251953,27.022781372070312,29.49317169189453,167.05262756347656,74.38533020019531,54.83465576171875,84.15552520751953,101.3486328125,94.8340072631836,39.8057746887207,237.9199981689453,32.607486724853516,150.32000732421875,97.05125427246094,58.31568908691406,58.49202346801758,26.325496673583984,32.730430603027344,49.837284088134766,57.186241149902344,64.0657730102539,49.306636810302734,52.83747863769531,33.96696090698242,25.529226303100582,152.50027465820312,14.55221462249756,68.89409637451172,46.113311767578125,86.30850219726562,62.39360427856445,15.456847190856934,76.79175567626953,28.18826675415039,33.81120681762695,47.77438735961914,63.25,61.69074249267578,30.47989273071289,18.91423225402832,24.491188049316406,15.932574272155762,45.1319580078125,17.808208465576172,35.61319351196289,16.309410095214844,56.76686096191406,31.031566619873047,25.531957626342773,146.8625030517578,39.93560791015625
2015-01-06,45.60215759277344,81.28827667236328,60.5353889465332,59.94967269897461,19.920000076293945,62.65918731689453,27.049999237060547,31.470199584960938,21.58438491821289,15.048788070678713,19.948816299438477,138.0161895751953,52.15290069580078,29.68953514099121,41.64031982421875,42.26297378540039,43.62568283081055,63.01731491088867,18.5044002532959,13.703898429870604,21.830093383789062,20.994293212890625,20.21610641479492,13.845919609069824,17.893766403198242,35.36903381347656,11.937079429626465,24.399274826049805,17.904571533203125,10.260560989379885,22.97092056274414,17.514753341674805,15.805990219116213,16.774389266967773,22.417556762695312,42.775611877441406,20.217628479003903,37.549034118652344,31.383808135986328,117.12000274658205,20.17474365234375,20.280000686645508,10.032574653625488,48.40569305419922,23.579999923706055,36.209197998046875,83.93408203125,38.462005615234375,99.29830932617188,33.97403335571289,39.17506790161133,23.794872283935547,46.4373779296875,25.535552978515625,37.889102935791016,33.553367614746094,34.33662414550781,166.13938903808594,79.4070053100586,20.982418060302734,99.6583480834961,79.22331237792969,126.6782684326172,55.551753997802734,58.798824310302734,24.189002990722656,29.10835838317871,26.352628707885746,81.37077331542969,222.80288696289065,58.26478958129883,83.72813415527344,9.207219123840332,20.818994522094727,92.02579498291016,51.3666877746582,16.718482971191406,14.509472846984863,40.9708366394043,64.11293029785156,63.04730987548828,24.33063507080078,11.385924339294434,6.725071907043457,8.967293739318848,17.102558135986328,14.699316024780272,20.948930740356445,6.618086338043213,19.125873565673828,53.778419494628906,11.939000129699709,68.92674255371094,53.43269348144531,14.58509922027588,15.829999923706056,23.298547744750977,26.420360565185547,29.39118766784668,165.4791259765625,74.22003173828125,55.18093490600586,84.16293334960938,102.28498840332033,96.5426254272461,40.164913177490234,238.8800048828125,32.51809310913086,144.39999389648438,95.81359100341795,58.504150390625,58.565547943115234,26.032604217529297,32.43645477294922,49.998878479003906,58.09172058105469,63.50322341918945,48.28113555908203,53.361576080322266,33.81421661376953,25.251638412475582,151.000732421875,14.423681259155272,68.18537902832031,45.65061569213867,85.46279907226562,61.844512939453125,15.310474395751951,76.04611206054688,28.050689697265625,33.55305099487305,47.462921142578125,63.650001525878906,60.156639099121094,30.21562957763672,18.746675491333008,24.13140296936035,15.689079284667969,44.57589340209961,17.593505859375,35.56867980957031,16.319843292236328,56.57563400268555,30.722393035888672,25.179847717285156,142.41604614257812,39.51194381713867
2015-01-07,46.198150634765625,81.27360534667969,60.556610107421875,59.98575210571289,19.969999313354492,62.71395111083984,26.520000457763672,31.7493839263916,21.48123359680176,14.955793380737305,20.180335998535156,139.76736450195312,52.757537841796875,30.33156394958496,42.236595153808594,42.73273468017578,44.07527923583984,63.80888366699219,18.832984924316406,13.829625129699709,21.853904724121097,21.18785095214844,20.38573455810547,14.10820484161377,18.07550048828125,35.885841369628906,12.005640029907228,24.55781364440918,18.06197738647461,10.39272689819336,23.179996490478516,17.68705940246582,15.982452392578123,17.06460189819336,22.612937927246097,43.79405975341797,20.764366149902344,38.67318344116211,32.2100944519043,116.43000030517578,20.17474365234375,20.219999313354492,10.112411499023438,48.706756591796875,23.459999084472656,36.813289642333984,83.91858673095703,38.85806655883789,99.38694763183594,34.67377471923828,39.223533630371094,24.11756706237793,46.92024612426758,26.03763198852539,38.31660461425781,33.945980072021484,34.702232360839844,168.19473266601562,80.22755432128906,21.24630546569824,100.88560485839844,79.89341735839844,128.5986328125,56.27250671386719,59.12184524536133,24.342288970947266,29.26850318908691,26.612144470214844,81.47850799560547,225.8157196044922,59.22856903076172,83.93254089355469,9.153260231018066,20.866445541381836,93.21208190917967,51.94992446899414,16.732606887817383,14.75136375427246,41.18913650512695,64.88139343261719,64.03714752197266,24.739103317260746,11.516206741333008,6.80422306060791,9.073038101196287,17.434005737304688,14.926199913024902,20.956689834594727,6.697072982788086,19.118608474731445,54.46977996826172,11.869000434875488,68.9593505859375,53.9232063293457,14.630682945251465,15.850000381469728,23.601703643798828,26.681509017944336,29.783376693725582,167.54119873046875,74.30269622802734,57.221649169921875,84.2301025390625,102.18170928955078,96.35193634033205,40.6706428527832,233.27999877929688,32.932491302490234,146.9600067138672,96.96643829345705,58.4974250793457,58.64641571044922,26.31121826171875,32.794960021972656,50.05276107788086,57.96950912475586,64.3309555053711,48.66569519042969,54.17966079711914,34.336097717285156,25.57337951660156,152.88751220703125,14.611309051513672,68.77729034423828,46.23879623413086,86.48255920410156,62.53652572631836,15.502115249633787,76.90771484375,28.695125579833984,33.94746017456055,48.00091552734375,62.400001525878906,62.5622444152832,31.04483413696289,18.95811462402344,24.18280601501465,15.85360622406006,44.91116714477539,17.742488861083984,36.17693710327149,16.479944229125977,57.90585708618164,31.208234786987305,25.2914981842041,140.9879913330078,40.54570770263672
2015-01-08,46.92302703857422,81.14904022216797,60.44346618652344,59.89198684692383,20.010000228881836,62.721805572509766,26.3799991607666,32.0557975769043,21.40386962890625,15.014971733093262,20.5198974609375,142.29071044921875,53.509979248046875,30.84831428527832,42.99135208129883,43.31089401245117,44.66267013549805,64.0824203491211,19.360443115234375,14.011923789978027,22.123703002929688,21.270809173583984,20.7712459564209,14.163422584533691,18.31315040588379,36.33805084228515,12.119905471801758,24.90660285949707,18.33742904663086,10.378817558288574,22.87334632873535,18.009187698364258,16.310169219970703,17.4012508392334,23.01674461364746,44.46549987792969,21.095897674560547,39.33935546875,32.47023391723633,115.94000244140624,20.12718391418457,20.290000915527344,10.266757011413574,49.07353210449219,23.3799991607666,36.896484375,83.5762939453125,39.35495376586914,99.26602172851562,35.2916145324707,39.21235275268555,24.48925018310547,47.74200439453125,26.733491897583008,39.013877868652344,34.59446716308594,35.29084777832031,171.1994171142578,81.64205169677734,21.63424301147461,102.59685516357422,81.11247253417969,131.0913543701172,56.59043502807617,59.521728515625,24.77150535583496,29.901451110839844,27.052534103393555,81.21585083007812,229.31478881835935,60.43767929077149,83.89468383789062,9.159503936767578,20.89279556274414,94.9961395263672,52.92197036743164,16.732606887817383,15.02700138092041,42.00778579711914,66.02169036865234,64.24590301513672,25.0054931640625,11.708431243896484,6.925034999847412,9.2408447265625,17.750722885131836,14.98109245300293,20.941181182861328,6.816242218017578,19.11136054992676,55.279842376708984,11.81999969482422,68.9511489868164,54.729637145996094,14.68639087677002,15.640000343322754,24.190185546875,27.47385025024414,30.18343734741211,170.5142059326172,74.40034484863281,58.024688720703125,84.09584045410156,101.43712615966795,95.07596588134766,41.51351547241211,239.0399932861328,33.420021057128906,148.39999389648438,98.50921630859376,58.47722625732422,58.639034271240234,26.711273193359375,33.25382995605469,49.93732833862305,57.35871124267578,65.4480209350586,49.65349197387695,54.38420104980469,34.50794219970703,26.03182029724121,155.57351684570312,14.887581825256348,69.97667694091797,46.93675994873047,88.00808715820312,63.68733596801758,15.775248527526855,78.35758972167969,29.180248260498047,34.377723693847656,48.89990234375,61.150001525878906,63.949466705322266,31.792022705078125,19.408931732177734,24.72569274902344,16.09052085876465,45.81070709228515,18.13248062133789,36.725868225097656,16.594802856445312,58.89519500732422,31.676408767700195,25.531957626342773,145.75897216796875,41.09226608276367
2015-01-09,46.63307571411133,81.34688568115234,60.64149475097656,59.99293899536133,19.65999984741211,62.78435516357422,26.649999618530273,31.91961097717285,21.352296829223633,14.98960781097412,20.36554527282715,141.06478881835938,53.09344100952149,30.746524810791016,42.885684967041016,43.10129165649414,44.669918060302734,64.04171752929688,19.386384963989254,14.143932342529297,21.933258056640625,21.243152618408203,20.6247501373291,14.211739540100098,17.977642059326172,35.950443267822266,12.173230171203612,25.041358947753903,18.140670776367188,10.385772705078123,22.53185653686523,17.866853713989258,16.121103286743164,17.23873519897461,22.912532806396484,44.669193267822266,21.037729263305664,38.95273208618164,32.347816467285156,117.26000213623048,20.18267250061035,20.06999969482422,10.205551147460938,49.31985092163086,23.63999938964844,36.994140625,83.98859405517578,39.174930572509766,99.5561065673828,35.165061950683594,39.245887756347656,24.28143882751465,47.27605438232422,26.86561584472656,38.67352294921875,34.360652923583984,35.008216857910156,169.7548370361328,80.89181518554688,21.4695987701416,101.61158752441406,80.18405151367188,130.15884399414062,56.61166000366211,59.84471130371094,24.150678634643555,29.03211212158203,26.816612243652344,81.4313735961914,227.37860107421875,60.12226104736328,84.04608917236328,9.114910125732422,20.908605575561523,94.3708038330078,52.465545654296875,16.647809982299805,14.96512508392334,41.547794342041016,65.48461151123047,64.34687805175781,24.99957847595215,11.61231803894043,6.869488716125488,9.169583320617676,17.677066802978516,14.9993896484375,20.97606086730957,6.760815620422363,19.125873565673828,54.72816848754883,11.95400047302246,69.00820922851562,54.372169494628906,14.70158576965332,15.770000457763672,24.118850708007812,27.48868751525879,29.91671371459961,169.1478271484375,74.46794891357422,57.86261367797851,84.3494873046875,101.96793365478516,96.11729431152344,41.60146713256836,239.83999633789065,33.22501754760742,146.24000549316406,97.67848205566406,58.625343322753906,58.697853088378906,26.582677841186523,33.067405700683594,50.12199020385742,57.86893844604492,64.90153503417969,49.18599319458008,54.40976333618164,34.51429748535156,25.84465789794922,154.2634735107422,14.790071487426758,69.44707489013672,46.623077392578125,87.27848815917969,63.1081657409668,15.657543182373049,77.7031021118164,29.03543472290039,34.23429870605469,48.52472305297851,60.70000076293945,63.99842071533203,31.82847023010254,19.309192657470703,24.52974319458008,15.8733491897583,45.320037841796875,18.07551383972168,36.42914581298828,16.49039077758789,58.37142181396485,31.309825897216797,25.471839904785156,146.89495849609375,40.35506439208984
2015-01-12,46.36730194091797,81.41280364990234,60.80423355102539,60.07229995727539,18.68000030517578,62.79998779296875,26.829999923706055,31.688093185424805,21.197568893432617,14.65988826751709,20.226638793945312,140.28482055664062,52.81130599975586,30.495981216430664,42.6818962097168,43.0001220703125,44.626407623291016,63.66923141479492,19.464204788208008,13.980490684509276,21.58409881591797,21.17402458190918,20.74811363220215,14.342886924743652,17.991619110107422,35.82124328613281,12.188467979431152,24.97001838684082,18.25872802734375,10.323166847229004,22.48306655883789,17.971731185913086,16.020267486572266,17.099430084228516,22.821359634399418,44.02794647216797,20.543346405029297,38.512596130371094,32.05707931518555,118.55999755859376,20.23817253112793,19.520000457763672,10.157648086547852,49.2596321105957,23.8799991607666,37.279911041259766,84.28414916992188,39.110111236572266,99.77366638183594,34.90452575683594,39.242164611816406,24.132774353027344,47.115108489990234,27.03297996520996,38.39130783081055,34.10921096801758,34.77484130859375,168.46713256835938,80.32914733886719,21.300434112548828,101.2745361328125,79.86917877197266,129.7342071533203,56.92253112792969,59.783199310302734,23.851768493652344,28.727062225341797,26.17962074279785,81.5862808227539,226.16305541992188,59.77178192138672,84.14447784423828,9.006101608276367,20.89279556274414,93.38679504394533,52.03445053100586,16.633686065673828,14.831993103027344,40.88508987426758,64.83182525634766,64.858642578125,25.02324867248535,11.55465030670166,6.8167219161987305,9.119010925292969,17.537120819091797,15.120142936706545,21.03421401977539,6.7067694664001465,19.15851402282715,54.504695892333984,12.083999633789062,69.04898071289062,53.95645904541016,14.711709976196287,15.869999885559082,23.81123733520508,26.960458755493164,29.83827018737793,167.82276916503906,74.46044158935547,57.21428298950195,84.32710266113281,102.35131072998048,96.6672821044922,41.79936599731445,226.8800048828125,33.0787467956543,139.27999877929688,97.2207489013672,58.68586730957031,58.76399612426758,26.554107666015625,32.931175231933594,50.24506378173828,58.177879333496094,64.43543243408203,48.67323684692383,54.82518005371094,34.46339416503906,25.615440368652344,153.11819458007812,14.661539077758787,68.77729034423828,46.37995529174805,86.65666961669922,62.679447174072266,15.518715858459473,77.0899887084961,28.774763107299805,34.09803771972656,48.2061882019043,60.04999923706055,64.60555267333984,31.965173721313477,19.26531219482422,23.82302474975586,15.741729736328123,45.009300231933594,17.865175247192383,36.317874908447266,16.45210838317871,58.396366119384766,31.141979217529297,25.136913299560547,139.88442993164062,40.439796447753906
2015-01-13,46.399505615234375,81.434814453125,60.92448806762695,60.12995910644531,18.520000457763672,62.8625602722168,25.86000061035156,31.60636329650879,20.99126625061035,14.6007080078125,20.157190322875977,140.07781982421875,52.90534973144531,30.762189865112305,42.93097686767578,43.2169303894043,44.99623489379883,63.87289810180664,19.420969009399418,13.980490684509276,21.488880157470703,21.243152618408203,20.840635299682617,14.598264694213867,18.131420135498047,36.11194610595703,12.218938827514648,25.088926315307617,18.31382179260254,10.281428337097168,22.58064079284668,18.03166389465332,16.04547691345215,17.227123260498047,22.88648223876953,43.831787109375,20.77018165588379,38.95869064331055,32.5161247253418,118.16000366210938,20.23817253112793,19.3700008392334,10.129709243774414,49.2596321105957,23.81999969482422,37.20033264160156,84.36190795898438,39.26853942871094,99.870361328125,35.187400817871094,39.249603271484375,24.132774353027344,47.30995178222656,26.997743606567383,38.28754425048828,34.02539825439453,34.66853713989258,168.0297088623047,80.08688354492188,21.27562713623047,101.35231018066406,79.99028778076172,129.71575927734375,56.774169921875,59.721675872802734,23.683149337768555,28.597415924072266,26.006608963012695,81.66038513183594,226.058837890625,59.57028579711914,84.17475128173828,8.953927993774414,20.871702194213867,93.35920715332033,51.8907470703125,16.435829162597656,14.75698947906494,40.64339828491211,64.66657257080078,64.70378875732422,25.230445861816406,11.54824447631836,6.80422306060791,9.098322868347168,17.625507354736328,15.09087085723877,21.061342239379883,6.691528797149658,19.15851402282715,54.44182205200195,12.052000045776367,69.08963012695312,53.881649017333984,14.696513175964355,16.290000915527344,23.6774959564209,26.69635009765625,29.81473922729492,167.35072326660156,74.43790435791016,57.49425506591797,84.19281005859375,102.38818359375,96.6672821044922,41.76271438598633,239.0399932861328,33.04624938964844,140.9600067138672,97.20378112792967,58.71956634521485,58.74197006225586,26.682703018188477,33.11042022705078,50.32204055786133,58.14201736450195,64.28273010253906,48.53751754760742,54.74211120605469,34.74342346191406,25.57969093322754,152.71449279785156,14.648241996765137,68.42680358886719,46.41133117675781,86.45769500732422,62.43124008178711,15.505134582519531,76.91602325439453,28.977510452270508,34.277320861816406,48.114166259765625,59.150001525878906,64.12901306152344,31.482215881347656,19.049880981445312,23.633480072021484,15.689079284667969,44.919342041015625,17.852035522460938,36.31046676635742,16.49734878540039,58.13862228393555,31.141979217529297,24.467052459716797,139.1055908203125,40.09237289428711
2015-01-14,46.18204879760742,81.6325912475586,61.080081939697266,60.26695251464844,19.06999969482422,62.96430206298828,25.6200008392334,31.592761993408203,20.9396915435791,14.761340141296388,20.056861877441406,138.5495147705078,52.9926872253418,30.589935302734375,42.84040069580078,43.09407043457031,45.177520751953125,64.35591888427734,19.33450508117676,13.79190731048584,21.353975296020508,20.9804630279541,20.894607543945312,14.5223388671875,18.131420135498047,36.04734802246094,12.218938827514648,25.15233612060547,18.39251708984375,10.246647834777832,22.73396110534668,18.03166389465332,15.982452392578123,17.122648239135742,22.67807388305664,43.77896881103515,20.97957420349121,38.5780143737793,32.171844482421875,117.97000122070312,20.30158233642578,19.729999542236328,10.131038665771484,49.14468765258789,23.760000228881836,37.53313827514648,84.75090789794922,39.203731536865234,100.13622283935548,35.03852081298828,39.29433822631836,24.046602249145508,47.08121109008789,26.918472290039062,38.08833312988281,33.85334777832031,34.4170036315918,167.01434326171875,79.53984832763672,21.180904388427734,100.94609832763672,79.66734313964844,129.2171173095703,57.148658752441406,59.58327865600586,23.32292366027832,28.200864791870117,25.86505699157715,81.80179595947266,225.12989807128903,59.36876678466797,84.38674926757812,9.042223930358888,20.82952880859375,92.84423065185548,51.687889099121094,16.42169761657715,14.68948459625244,40.3783073425293,64.32777404785156,65.28288269042969,25.325159072875977,11.509799003601074,6.765341281890869,9.05465030670166,17.596044540405273,15.211621284484863,21.119497299194336,6.65272855758667,19.216562271118164,54.218379974365234,12.036999702453612,69.13037109375,53.54909133911133,14.671186447143556,16.1299991607666,23.58833122253418,26.54500389099121,29.81473922729492,166.34039306640625,74.55061340332031,57.03746795654297,84.6926040649414,102.92633056640624,97.4005889892578,41.71141052246094,266.8800048828125,32.932491302490234,146.16000366210938,96.84777069091795,58.84072494506836,58.78607177734375,26.61126136779785,32.981361389160156,50.44513320922851,58.55876159667969,63.88092422485352,48.152957916259766,55.215087890625,34.82616424560547,25.438800811767575,151.81640625,14.589147567749023,67.99067687988281,46.199581146240234,85.9851303100586,62.01000213623047,15.429680824279783,76.46035766601562,28.868906021118164,34.133907318115234,47.89472198486328,58.099998474121094,65.12454986572266,31.400205612182617,18.826459884643555,23.707366943359375,15.465325355529783,44.67400741577149,17.751249313354492,36.199195861816406,16.64004135131836,58.04719161987305,30.76656913757324,23.71131134033203,142.90286254882812,39.944091796875
2015-01-15,46.07734298706055,82.00627899169922,61.39142227172851,60.53382110595703,18.459999084472656,63.08944320678711,25.510000228881836,31.320404052734375,20.83654022216797,14.558435440063477,19.956539154052734,137.7535400390625,52.89191818237305,30.660398483276367,42.73472213745117,43.36869812011719,45.7794189453125,64.44325256347656,20.026256561279297,13.87362575531006,21.23494529724121,21.07033348083496,20.85605812072754,14.632777214050291,18.1174373626709,36.30574798583984,12.135144233703612,26.103578567504883,18.2351131439209,10.121434211730955,22.58760643005371,18.016677856445312,16.133705139160156,17.424467086791992,22.808332443237305,43.35651397705078,20.665483474731445,38.32821273803711,32.4931755065918,120.94000244140624,20.420495986938477,19.3799991607666,10.103096961975098,48.84362030029297,24.36000061035156,37.67058181762695,85.47430419921875,39.41976547241211,100.69222259521484,35.06083679199219,39.350242614746094,23.777978897094727,46.339935302734375,27.82573699951172,37.71892929077149,33.4827880859375,34.10066604614258,165.44595336914062,78.8677749633789,20.962127685546875,99.24349975585938,78.60972595214844,126.24431610107422,57.22636795043945,59.24485778808594,22.98568344116211,27.865331649780273,25.408933639526367,82.22615814208984,222.62924194335935,58.97447204589844,84.56083679199219,8.927618026733398,20.83479881286621,91.63954162597656,51.206092834472656,16.407567977905273,14.466348648071287,39.77017593383789,63.73282241821289,65.43101501464844,25.37253761291504,11.321850776672363,6.695910453796387,9.02016544342041,17.662334442138672,15.248217582702637,21.24741554260254,6.591758728027344,19.303634643554688,54.03682327270508,12.33199977874756,69.23637390136719,53.49087905883789,14.6357421875,16.149999618530273,23.717615127563477,26.334304809570312,29.810819625854492,164.816650390625,74.8210678100586,56.91960144042969,85.3639144897461,103.8773422241211,98.9333038330078,40.97114562988281,257.9200134277344,32.88373565673828,139.60000610351562,95.38128662109376,59.06959533691406,58.9404182434082,26.76128196716309,33.189300537109375,50.78370666503906,59.442649841308594,63.60770797729492,47.723148345947266,55.34290313720703,34.921627044677734,25.17593765258789,150.3992462158203,14.466522216796877,67.44550323486328,46.05058288574219,85.11458587646484,61.56621551513672,15.25312614440918,75.75615692138672,28.955787658691406,34.377723693847656,47.55494689941406,57.45000076293945,62.70587158203125,30.106292724609375,18.79055404663086,23.40540885925293,15.27447509765625,44.46141815185547,17.52338409423828,36.258548736572266,16.77230453491211,57.42364883422851,30.36907196044922,23.66836929321289,138.0994415283203,39.028953552246094
